seq_id,print_id,tile_id,P1,δP1,P2,δP2,P3,δP3,P4,δP4,P5,δP5
444,SI266220200309225433,12,"(1,314)",7215,"(1,313)",7212,"(44,298)",7101,"(44,297)",6709,"(151,299)",6639
445,SI266220200309225433,13,"(152,446)",6620,"(1,498)",6614,"(151,446)",6408,"(152,447)",6305,"(151,447)",6281
446,SI266220200309225433,14,"(1,1)",6290,,,,,,,,
447,SI266220200309225433,15,,,,,,,,,,
448,SI266220200309225433,0,,,,,,,,,,
449,SI266220200309225433,1,,,,,,,,,,
450,SI266220200309225433,2,,,,,,,,,,
451,SI266220200309225433,3,"(498,98)",12052,"(498,97)",11970,"(498,95)",11658,"(498,96)",11621,"(498,99)",11465
452,SI266220200309225433,4,"(438,301)",6502,"(437,301)",6469,"(437,300)",6431,"(439,301)",6412,"(272,300)",6386
453,SI266220200309225433,5,,,,,,,,,,
454,SI266220200309225433,6,"(351,467)",7647,"(350,467)",7571,"(273,379)",7399,"(274,379)",7381,"(437,380)",7336
455,SI266220200309225433,7,"(1,95)",11937,"(1,99)",11878,"(1,96)",11862,"(264,138)",11860,"(1,98)",11831
456,SI266220200309225433,8,"(326,323)",6815,"(326,324)",6625,"(327,323)",6624,"(327,324)",6179,"(448,340)",6118
457,SI266220200309225433,9,"(333,446)",9634,"(332,446)",9369,"(334,446)",9206,"(335,447)",9164,"(168,453)",9159
458,SI266220200309225433,10,"(251,30)",9516,"(251,31)",9277,"(251,32)",8825,"(250,30)",8806,"(252,31)",8720
459,SI266220200309225433,11,,,,,,,,,,
460,SI266220200309225433,12,"(151,387)",8518,"(150,387)",8207,"(152,387)",7930,"(151,388)",7831,"(151,386)",7649
461,SI266220200309225433,13,"(1,498)",6618,,,,,,,,
462,SI266220200309225433,14,"(1,1)",6087,,,,,,,,
463,SI266220200309225433,15,,,,,,,,,,
464,SI266220200309225433,0,,,,,,,,,,
465,SI266220200309225433,1,,,,,,,,,,
466,SI266220200309225433,2,"(498,167)",7488,"(498,168)",7312,"(498,166)",7261,"(498,169)",6749,"(498,165)",6734
467,SI266220200309225433,3,"(363,133)",9988,"(272,135)",9971,"(274,136)",9840,"(495,133)",9768,"(494,134)",9743
468,SI266220200309225433,4,"(438,382)",6927,"(438,381)",6888,"(437,382)",6834,"(437,381)",6760,"(438,383)",6728
469,SI266220200309225433,5,"(366,241)",17082,"(367,240)",16632,"(366,240)",15522,"(368,241)",13937,"(367,242)",13266
470,SI266220200309225433,6,"(167,415)",8455,"(1,166)",8340,"(1,167)",8292,"(166,415)",8114,"(167,416)",8088
471,SI266220200309225433,7,"(431,121)",13206,"(432,121)",12993,"(432,120)",11018,"(22,115)",10682,"(22,116)",10636
472,SI266220200309225433,8,"(450,336)",7427,"(498,355)",7364,"(498,354)",7338,"(450,335)",7317,"(451,335)",7296
473,SI266220200309225433,9,"(167,498)",10749,"(168,498)",10741,"(107,498)",10299,"(112,498)",10289,"(113,498)",10163
474,SI266220200309225433,10,"(106,1)",12314,"(105,1)",12281,"(112,1)",11854,"(113,1)",11547,"(168,1)",11520
475,SI266220200309225433,11,,,,,,,,,,
476,SI266220200309225433,12,"(238,385)",9106,"(238,386)",9037,"(239,385)",8784,"(239,384)",8774,"(237,386)",8527
477,SI266220200309225433,13,"(1,498)",6503,,,,,,,,
478,SI266220200309225433,14,"(1,1)",7091,,,,,,,,
479,SI266220200309225433,15,,,,,,,,,,
480,SI266220200309225433,0,,,,,,,,,,
481,SI266220200309225433,1,"(378,31)",9136,"(378,32)",9110,"(379,32)",9039,"(379,31)",8661,"(377,31)",7037
482,SI266220200309225433,2,"(498,181)",10232,"(498,174)",10077,"(498,180)",10061,"(450,162)",10058,"(452,251)",10050
483,SI266220200309225433,3,"(498,185)",16496,"(498,125)",15848,"(498,124)",15331,"(498,128)",15108,"(498,136)",15064
484,SI266220200309225433,4,"(267,370)",7861,"(268,370)",7786,"(266,370)",7630,"(267,371)",7399,"(268,371)",7320
485,SI266220200309225433,5,"(362,84)",6203,"(367,241)",6019,,,,,,
486,SI266220200309225433,6,"(18,133)",17403,"(18,134)",15055,"(19,133)",14962,"(17,133)",14215,"(18,132)",13702
487,SI266220200309225433,7,"(1,124)",16099,"(1,185)",15816,"(1,123)",15308,"(1,128)",15089,"(1,137)",14506
488,SI266220200309225433,8,"(498,354)",10012,"(498,355)",9686,"(498,353)",8844,"(497,354)",8608,"(497,355)",8049
489,SI266220200309225433,9,"(106,461)",9622,"(105,461)",9520,"(107,461)",9360,"(106,498)",9224,"(104,461)",9007
490,SI266220200309225433,10,"(105,1)",14615,"(106,1)",14210,"(104,1)",14031,"(107,1)",13298,"(104,2)",12387
491,SI266220200309225433,11,"(131,129)",7608,"(131,130)",7080,"(132,129)",6554,"(132,130)",6459,"(130,129)",6255
492,SI266220200309225433,12,"(166,269)",9720,"(166,268)",8837,"(167,269)",8562,"(1,354)",7950,"(1,355)",7856
493,SI266220200309225433,13,"(1,498)",7081,"(11,61)",6455,"(11,62)",6221,"(47,498)",6187,"(46,498)",6059
494,SI266220200309225433,14,"(1,1)",8883,"(1,2)",8251,"(2,1)",7593,"(1,3)",6927,"(0,2)",6657
495,SI266220200309225433,15,,,,,,,,,,
496,SI266220200309225433,0,,,,,,,,,,
497,SI266220200309225433,1,,,,,,,,,,
498,SI266220200309225433,2,,,,,,,,,,
499,SI266220200309225433,3,"(498,184)",14362,"(498,94)",13838,"(498,95)",13536,"(498,183)",13420,"(498,185)",12463
500,SI266220200309225433,4,"(351,378)",8713,"(352,378)",8579,"(352,379)",8396,"(351,379)",8373,"(351,377)",8302
501,SI266220200309225433,5,"(225,268)",6372,"(224,268)",6291,"(224,269)",6191,,,,
502,SI266220200309225433,6,"(352,466)",7951,"(351,466)",7869,"(351,465)",7832,"(440,378)",7689,"(351,464)",7636
503,SI266220200309225433,7,"(1,184)",14938,"(1,183)",14315,"(1,95)",13849,"(1,94)",13746,"(1,182)",12952
504,SI266220200309225433,8,"(498,355)",9615,"(498,354)",9506,"(498,314)",8776,"(498,315)",8652,"(498,356)",8524
505,SI266220200309225433,9,"(251,498)",12787,"(250,498)",11715,"(252,498)",11704,"(105,498)",10954,"(104,498)",10769
506,SI266220200309225433,10,"(251,34)",11982,"(251,1)",11855,"(104,1)",11793,"(251,25)",11654,"(251,24)",11629
507,SI266220200309225433,11,,,,,,,,,,
508,SI266220200309225433,12,"(1,344)",9236,"(1,345)",9065,"(1,343)",8892,"(1,346)",8550,"(1,342)",8473
509,SI266220200309225433,13,"(1,498)",7809,"(2,498)",6258,"(1,499)",6117,,,,
510,SI266220200309225433,14,"(1,1)",9096,"(1,2)",7831,"(2,1)",7202,"(0,1)",6789,"(1,0)",6472
511,SI266220200309225433,15,,,,,,,,,,
512,SI266220200309225433,0,,,,,,,,,,
513,SI266220200309225433,1,,,,,,,,,,
514,SI266220200309225433,2,,,,,,,,,,
515,SI266220200309225433,3,"(498,93)",15643,"(498,183)",13031,"(497,93)",12711,"(498,182)",12466,"(498,174)",12412
516,SI266220200309225433,4,"(165,334)",6243,"(166,334)",6214,"(165,335)",6160,"(166,333)",6143,,
517,SI266220200309225433,5,,,,,,,,,,
518,SI266220200309225433,6,"(166,413)",8139,"(165,414)",8134,"(165,413)",8106,"(166,414)",7737,"(353,380)",7576
519,SI266220200309225433,7,"(1,184)",13051,"(1,172)",11982,"(1,171)",11793,"(440,124)",11634,"(1,92)",11557
520,SI266220200309225433,8,"(498,314)",8074,"(498,313)",7524,"(498,315)",7523,"(498,316)",6833,"(497,314)",6631
521,SI266220200309225433,9,"(57,482)",9291,"(58,479)",9230,"(59,479)",9063,"(252,448)",8987,"(57,484)",8970
522,SI266220200309225433,10,"(170,20)",9678,"(170,19)",9183,"(161,1)",9038,"(171,20)",8994,"(171,19)",8950
523,SI266220200309225433,11,,,,,,,,,,
524,SI266220200309225433,12,"(1,314)",7492,"(1,315)",7267,"(1,316)",6498,"(1,313)",6453,"(0,314)",6125
525,SI266220200309225433,13,"(1,498)",6271,,,,,,,,
526,SI266220200309225433,14,"(1,1)",6226,,,,,,,,
527,SI266220200309225433,15,,,,,,,,,,
528,SI266220200309225433,0,,,,,,,,,,
529,SI266220200309225433,1,,,,,,,,,,
530,SI266220200309225433,2,"(498,197)",8321,"(498,196)",8213,"(498,251)",8105,"(498,250)",7999,"(498,198)",7848
531,SI266220200309225433,3,"(498,102)",13300,"(498,177)",12922,"(498,176)",12828,"(498,178)",12703,"(498,175)",12587
532,SI266220200309225433,4,"(273,299)",6271,"(274,299)",6175,"(273,298)",6064,,,,
533,SI266220200309225433,5,,,,,,,,,,
534,SI266220200309225433,6,"(1,198)",8631,"(1,197)",8610,"(1,199)",8173,"(1,196)",8068,"(434,380)",7933
535,SI266220200309225433,7,"(1,93)",17492,"(2,93)",13803,"(377,185)",12483,"(1,178)",12451,"(1,183)",12379
536,SI266220200309225433,8,"(498,314)",6408,,,,,,,,
537,SI266220200309225433,9,"(333,446)",9515,"(332,446)",9409,"(334,446)",9252,"(329,447)",9205,"(328,447)",9093
538,SI266220200309225433,10,"(251,1)",7527,"(159,1)",7391,"(160,1)",7346,"(334,1)",7181,"(340,1)",7158
539,SI266220200309225433,11,,,,,,,,,,
540,SI266220200309225433,12,"(1,314)",6404,"(151,387)",6297,"(236,298)",6287,"(151,388)",6089,"(237,298)",6078
541,SI266220200309225433,13,,,,,,,,,,
542,SI266220200309225433,14,,,,,,,,,,
543,SI266220200309225433,15,,,,,,,,,,
544,SI266220200309225433,0,,,,,,,,,,
545,SI266220200309225433,1,,,,,,,,,,
546,SI266220200309225433,2,,,,,,,,,,
547,SI266220200309225433,3,"(273,136)",8886,"(272,135)",8518,"(367,160)",8482,"(475,116)",8438,"(367,159)",8434
548,SI266220200309225433,4,,,,,,,,,,
549,SI266220200309225433,5,,,,,,,,,,
550,SI266220200309225433,6,,,,,,,,,,
551,SI266220200309225433,7,"(24,161)",11872,"(24,162)",11775,"(23,161)",11698,"(24,160)",11641,"(23,162)",11627
552,SI266220200309225433,8,"(498,353)",7465,"(498,354)",7421,"(498,352)",6982,"(498,355)",6828,"(498,315)",6330
553,SI266220200309225433,9,"(106,498)",9214,"(105,498)",9017,"(107,498)",8823,"(56,483)",8243,"(108,498)",8037
554,SI266220200309225433,10,"(108,1)",8558,"(107,1)",8532,"(109,1)",8359,"(112,1)",8295,"(169,1)",8276
555,SI266220200309225433,11,,,,,,,,,,
556,SI266220200309225433,12,"(1,354)",7075,"(1,353)",6968,"(1,355)",6677,"(1,352)",6589,"(1,314)",6297
557,SI266220200309225433,13,"(163,285)",8829,"(164,285)",7809,"(163,286)",7297,"(163,284)",6829,"(164,286)",6556
558,SI266220200309225433,14,"(1,1)",6212,,,,,,,,
559,SI266220200309225433,15,,,,,,,,,,
560,SI266220200309225433,0,,,,,,,,,,
561,SI266220200309225433,1,,,,,,,,,,
562,SI266220200309225433,2,"(498,163)",7338,"(498,162)",7189,"(498,164)",6840,,,,
563,SI266220200309225433,3,"(498,185)",14749,"(498,123)",13029,"(498,124)",12617,"(498,125)",12129,"(451,93)",12091
564,SI266220200309225433,4,"(430,386)",10795,"(430,385)",10580,"(431,386)",10380,"(429,386)",10367,"(431,385)",10340
565,SI266220200309225433,5,"(259,17)",7083,"(259,18)",6662,"(258,17)",6470,,,,
566,SI266220200309225433,6,"(273,450)",7530,"(437,466)",7497,"(439,465)",7494,"(274,450)",7469,"(276,449)",7455
567,SI266220200309225433,7,"(1,126)",13593,"(1,119)",13517,"(1,127)",13366,"(1,125)",13231,"(1,122)",13007
568,SI266220200309225433,8,"(498,354)",7833,"(498,353)",7806,"(498,352)",7339,"(498,351)",6895,"(498,355)",6877
569,SI266220200309225433,9,"(250,481)",11552,"(107,498)",11532,"(250,482)",11369,"(251,483)",11259,"(251,480)",11253
570,SI266220200309225433,10,"(112,1)",10765,"(339,33)",10662,"(110,1)",10616,"(111,1)",10602,"(113,1)",10532
571,SI266220200309225433,11,"(287,128)",9334,"(288,128)",9001,"(287,129)",8501,"(288,129)",8360,"(287,127)",6993
572,SI266220200309225433,12,"(151,298)",8590,"(54,370)",8372,"(231,386)",8216,"(230,386)",8153,"(53,370)",8130
573,SI266220200309225433,13,"(1,498)",6823,,,,,,,,
574,SI266220200309225433,14,"(1,1)",7058,,,,,,,,
575,SI266220200309225433,15,,,,,,,,,,
576,SI266220200309225433,0,,,,,,,,,,
577,SI266220200309225433,1,,,,,,,,,,
578,SI266220200309225433,2,"(498,162)",9390,"(498,161)",8734,"(498,163)",8569,"(499,162)",7760,"(498,164)",7361
579,SI266220200309225433,3,"(498,184)",16331,"(498,185)",14597,"(498,94)",14446,"(498,95)",14169,"(498,179)",13154
580,SI266220200309225433,4,"(352,386)",8534,"(353,386)",8221,"(352,385)",8107,"(352,387)",8062,"(352,382)",7943
581,SI266220200309225433,5,"(353,318)",6503,"(353,317)",6378,"(352,318)",6343,"(353,319)",6338,"(354,318)",6310
582,SI266220200309225433,6,"(1,162)",11260,"(440,378)",10519,"(1,161)",10428,"(439,378)",10306,"(439,377)",10164
583,SI266220200309225433,7,"(1,95)",15262,"(1,94)",14983,"(1,184)",14727,"(1,183)",14160,"(1,96)",13947
584,SI266220200309225433,8,"(498,355)",9324,"(498,354)",9214,"(498,353)",8796,"(497,355)",8561,"(498,356)",8210
585,SI266220200309225433,9,"(251,498)",12141,"(252,498)",11857,"(106,498)",11445,"(107,498)",11314,"(253,498)",11200
586,SI266220200309225433,10,"(105,1)",12562,"(104,1)",12421,"(106,1)",12233,"(251,32)",11952,"(251,1)",11832
587,SI266220200309225433,11,,,,,,,,,,
588,SI266220200309225433,12,"(1,355)",8939,"(1,354)",8587,"(151,381)",8377,"(152,381)",8216,"(151,380)",8175
589,SI266220200309225433,13,"(1,498)",7658,"(151,498)",6418,"(2,498)",6280,"(152,498)",6213,"(1,497)",6065
590,SI266220200309225433,14,"(1,1)",8695,"(1,2)",7709,"(215,376)",7628,"(2,1)",7183,"(216,376)",7103
591,SI266220200309225433,15,,,,,,,,,,
592,SI266220200309225433,0,,,,,,,,,,
593,SI266220200309225433,1,,,,,,,,,,
594,SI266220200309225433,2,"(498,251)",6592,"(498,252)",6286,"(498,250)",6158,,,,
595,SI266220200309225433,3,"(498,94)",12235,"(345,101)",12080,"(320,110)",11781,"(498,95)",11778,"(344,101)",11580
596,SI266220200309225433,4,,,,,,,,,,
597,SI266220200309225433,5,,,,,,,,,,
598,SI266220200309225433,6,"(1,251)",8605,"(1,252)",8152,"(166,415)",7943,"(1,250)",7882,"(166,414)",7730
599,SI266220200309225433,7,"(1,94)",12856,"(1,95)",12442,"(351,95)",11141,"(1,96)",11109,"(352,94)",10896
600,SI266220200309225433,8,"(498,316)",9357,"(498,315)",9340,"(498,317)",8971,"(498,314)",8674,"(498,318)",8488
601,SI266220200309225433,9,"(57,481)",9520,"(57,480)",9516,"(251,498)",9433,"(250,498)",9396,"(128,454)",9373
602,SI266220200309225433,10,"(250,1)",10149,"(251,1)",10035,"(104,1)",9071,"(170,20)",8545,"(170,19)",8511
603,SI266220200309225433,11,,,,,,,,,,
604,SI266220200309225433,12,"(1,316)",9319,"(1,315)",9235,"(1,317)",8821,"(1,314)",8528,"(1,318)",8123
605,SI266220200309225433,13,"(1,498)",6893,,,,,,,,
606,SI266220200309225433,14,"(1,1)",7422,"(1,2)",6745,"(193,1)",6302,"(194,1)",6091,"(192,1)",6036
607,SI266220200309225433,15,,,,,,,,,,
608,SI266220200309225433,0,,,,,,,,,,
609,SI266220200309225433,1,,,,,,,,,,
610,SI266220200309225433,2,"(372,216)",8370,"(371,216)",8198,"(296,210)",8152,"(312,212)",8144,"(311,211)",8095
611,SI266220200309225433,3,"(498,93)",14694,"(367,181)",14243,"(366,181)",14197,"(498,142)",13477,"(498,185)",13430
612,SI266220200309225433,4,"(271,299)",8120,"(272,299)",8011,"(270,299)",7975,"(270,298)",7954,"(271,298)",7885
613,SI266220200309225433,5,,,,,,,,,,
614,SI266220200309225433,6,"(369,231)",7736,"(1,250)",7700,"(1,251)",7512,"(1,249)",7508,"(368,231)",7392
615,SI266220200309225433,7,"(138,195)",21046,"(138,194)",20915,"(137,195)",19469,"(137,194)",19061,"(139,195)",17317
616,SI266220200309225433,8,"(498,319)",7189,"(498,318)",7022,"(498,320)",6612,"(498,317)",6573,"(498,314)",6519
617,SI266220200309225433,9,"(251,498)",7564,"(340,498)",7542,"(160,498)",7541,"(104,463)",7530,"(104,462)",7507
618,SI266220200309225433,10,"(476,214)",18039,"(475,214)",16172,"(477,214)",16143,"(475,212)",16051,"(477,213)",15414
619,SI266220200309225433,11,"(435,151)",7230,"(436,151)",6992,"(435,150)",6041,,,,
620,SI266220200309225433,12,"(48,299)",6821,"(47,299)",6753,"(52,299)",6715,"(1,319)",6709,"(51,299)",6709
621,SI266220200309225433,13,,,,,,,,,,
622,SI266220200309225433,14,"(1,210)",7010,"(1,211)",6743,"(1,209)",6710,"(1,1)",6540,"(44,219)",6112
623,SI266220200309225433,15,,,,,,,,,,
624,SI266220200309225433,0,,,,,,,,,,
625,SI266220200309225433,1,,,,,,,,,,
626,SI266220200309225433,2,"(498,163)",6831,"(498,162)",6460,"(498,164)",6393,,,,
627,SI266220200309225433,3,"(451,183)",10206,"(450,183)",10125,"(450,184)",9678,"(451,184)",9499,"(498,94)",9269
628,SI266220200309225433,4,"(439,304)",7645,"(438,304)",7555,"(439,305)",7548,"(438,305)",7385,"(438,303)",7113
629,SI266220200309225433,5,,,,,,,,,,
630,SI266220200309225433,6,"(437,381)",7809,"(438,381)",7754,"(438,382)",7684,"(437,380)",7519,"(437,382)",7395
631,SI266220200309225433,7,"(268,113)",10491,"(428,124)",9990,"(433,137)",9480,"(439,98)",9456,"(439,97)",9245
632,SI266220200309225433,8,"(498,354)",6561,"(498,353)",6329,"(498,355)",6264,"(498,352)",6118,"(498,314)",6020
633,SI266220200309225433,9,"(337,447)",9581,"(335,446)",9335,"(336,446)",9172,"(339,458)",8995,"(339,450)",8972
634,SI266220200309225433,10,"(250,35)",9748,"(250,34)",9137,"(250,36)",8993,"(251,35)",8704,"(339,1)",8269
635,SI266220200309225433,11,,,,,,,,,,
636,SI266220200309225433,12,"(150,387)",7566,"(237,298)",7204,"(151,387)",7064,"(150,388)",7035,"(238,298)",6961
637,SI266220200309225433,13,"(1,498)",6565,,,,,,,,
638,SI266220200309225433,14,"(1,1)",6814,,,,,,,,
639,SI266220200309225433,15,,,,,,,,,,
640,SI266220200309225433,0,,,,,,,,,,
641,SI266220200309225433,1,,,,,,,,,,
642,SI266220200309225433,2,,,,,,,,,,
643,SI266220200309225433,3,"(498,183)",11531,"(498,182)",10930,"(498,184)",10541,"(481,160)",10071,"(470,163)",10022
644,SI266220200309225433,4,"(439,383)",7138,"(434,386)",7110,"(433,386)",7038,"(435,386)",6982,"(439,382)",6937
645,SI266220200309225433,5,,,,,,,,,,
646,SI266220200309225433,6,"(438,463)",7840,"(438,464)",7769,"(437,464)",7443,"(437,463)",7350,"(438,462)",7311
647,SI266220200309225433,7,"(373,91)",12820,"(1,183)",11860,"(363,91)",11783,"(372,91)",11368,"(1,184)",11353
648,SI266220200309225433,8,"(498,354)",7584,"(498,355)",7506,"(498,353)",7120,"(498,352)",6557,"(498,316)",6115
649,SI266220200309225433,9,"(167,498)",10656,"(168,498)",10564,"(166,498)",10360,"(165,498)",9938,"(164,498)",9713
650,SI266220200309225433,10,"(167,1)",11550,"(166,1)",11380,"(168,1)",11271,"(165,1)",10870,"(164,1)",10201
651,SI266220200309225433,11,,,,,,,,,,
652,SI266220200309225433,12,"(151,299)",7525,"(152,299)",7508,"(151,298)",7433,"(1,354)",7326,"(237,384)",7200
653,SI266220200309225433,13,"(1,498)",6385,,,,,,,,
654,SI266220200309225433,14,"(1,1)",6664,,,,,,,,
655,SI266220200309225433,15,,,,,,,,,,
656,SI266220200309225433,0,,,,,,,,,,
657,SI266220200309225433,1,,,,,,,,,,
658,SI266220200309225433,2,"(498,251)",6649,"(498,250)",6392,"(498,468)",6142,"(459,250)",6071,"(458,250)",6014
659,SI266220200309225433,3,"(498,185)",17047,"(497,185)",14297,"(498,95)",13617,"(498,96)",13563,"(498,177)",13247
660,SI266220200309225433,4,"(360,385)",8012,"(361,386)",8010,"(362,386)",7867,"(361,385)",7764,"(360,386)",7763
661,SI266220200309225433,5,"(370,79)",13265,"(371,79)",12398,"(370,78)",12114,"(371,78)",11332,"(369,79)",11277
662,SI266220200309225433,6,"(352,466)",8517,"(353,466)",8334,"(351,466)",8213,"(439,377)",8148,"(440,377)",8128
663,SI266220200309225433,7,"(1,185)",17236,"(1,95)",14388,"(2,185)",14170,"(1,94)",13808,"(1,178)",13459
664,SI266220200309225433,8,"(262,309)",17278,"(263,311)",17028,"(261,311)",15919,"(261,309)",15383,"(263,309)",14134
665,SI266220200309225433,9,"(81,495)",8889,"(80,495)",8650,"(80,470)",8525,"(80,469)",8524,"(252,498)",8437
666,SI266220200309225433,10,"(104,1)",11054,"(105,1)",10662,"(104,2)",10547,"(103,1)",10316,"(260,35)",10208
667,SI266220200309225433,11,,,,,,,,,,
668,SI266220200309225433,12,"(1,355)",9589,"(1,354)",9293,"(1,356)",8141,"(1,353)",7821,"(0,355)",7582
669,SI266220200309225433,13,"(1,498)",6075,"(63,444)",6016,,,,,,
670,SI266220200309225433,14,"(1,1)",6817,"(1,2)",6163,,,,,,
671,SI266220200309225433,15,,,,,,,,,,
672,SI266220200309225433,0,,,,,,,,,,
673,SI266220200309225433,1,,,,,,,,,,
674,SI266220200309225433,2,,,,,,,,,,
675,SI266220200309225433,3,"(498,94)",14056,"(498,95)",13762,"(498,96)",12340,"(344,102)",12314,"(498,93)",11551
676,SI266220200309225433,4,"(166,331)",6069,"(165,331)",6040,,,,,,
677,SI266220200309225433,5,,,,,,,,,,
678,SI266220200309225433,6,"(165,413)",6791,"(165,412)",6635,"(166,413)",6529,"(166,412)",6365,"(165,414)",6239
679,SI266220200309225433,7,"(1,94)",14001,"(1,95)",13996,"(1,96)",12828,"(1,97)",11536,"(1,164)",11448
680,SI266220200309225433,8,"(498,315)",8534,"(498,314)",8406,"(498,316)",8067,"(498,355)",7909,"(497,314)",7693
681,SI266220200309225433,9,"(104,498)",9884,"(251,498)",9597,"(60,487)",9584,"(105,498)",9526,"(103,498)",9490
682,SI266220200309225433,10,"(103,1)",12489,"(104,1)",12329,"(103,2)",11403,"(104,2)",11102,"(105,1)",10976
683,SI266220200309225433,11,,,,,,,,,,
684,SI266220200309225433,12,"(1,314)",8018,"(1,315)",7972,"(1,316)",7611,"(1,322)",7530,"(1,321)",7471
685,SI266220200309225433,13,"(1,498)",6948,"(193,31)",6436,"(193,32)",6367,"(192,31)",6287,"(192,32)",6232
686,SI266220200309225433,14,"(1,1)",7500,"(1,2)",6767,,,,,,
687,SI266220200309225433,15,,,,,,,,,,
688,SI266220200309225433,0,,,,,,,,,,
689,SI266220200309225433,1,,,,,,,,,,
690,SI266220200309225433,2,,,,,,,,,,
691,SI266220200309225433,3,"(498,165)",12536,"(498,112)",12430,"(498,166)",12384,"(498,123)",12350,"(498,164)",12303
692,SI266220200309225433,4,"(357,298)",6255,"(358,298)",6215,"(278,372)",6192,"(356,298)",6101,,
693,SI266220200309225433,5,,,,,,,,,,
694,SI266220200309225433,6,"(351,379)",8238,"(277,452)",8060,"(352,379)",8053,"(351,380)",8034,"(278,452)",7850
695,SI266220200309225433,7,"(1,118)",12587,"(1,121)",12474,"(1,115)",12235,"(1,109)",12195,"(1,153)",12084
696,SI266220200309225433,8,"(498,314)",6486,"(498,356)",6260,"(498,313)",6183,"(498,355)",6170,"(262,310)",6030
697,SI266220200309225433,9,"(251,448)",9893,"(251,449)",9812,"(251,451)",9633,"(251,450)",9615,"(251,452)",9361
698,SI266220200309225433,10,"(169,20)",10301,"(170,20)",10067,"(169,19)",9914,"(170,19)",9533,"(340,36)",9420
699,SI266220200309225433,11,"(139,144)",6364,"(140,144)",6172,"(140,145)",6064,"(139,145)",6049,,
700,SI266220200309225433,12,"(62,371)",6270,"(62,372)",6153,,,,,,
701,SI266220200309225433,13,"(1,498)",6959,,,,,,,,
702,SI266220200309225433,14,"(1,1)",6974,,,,,,,,
703,SI266220200309225433,15,,,,,,,,,,
704,SI266220200309225433,0,,,,,,,,,,
705,SI266220200309225433,1,,,,,,,,,,
706,SI266220200309225433,2,"(498,163)",6068,,,,,,,,
707,SI266220200309225433,3,"(498,96)",12993,"(498,100)",12361,"(498,95)",11796,"(498,101)",11462,"(498,179)",10820
708,SI266220200309225433,4,"(273,300)",6938,"(273,301)",6874,"(272,300)",6734,"(274,300)",6697,"(274,301)",6684
709,SI266220200309225433,5,"(256,286)",7600,"(255,286)",7551,"(256,285)",6276,"(255,287)",6263,"(256,287)",6198
710,SI266220200309225433,6,"(274,379)",8419,"(435,379)",8313,"(273,379)",8238,"(273,380)",8226,"(434,379)",8172
711,SI266220200309225433,7,"(1,95)",13014,"(255,161)",12852,"(1,94)",12726,"(1,101)",12211,"(1,93)",11386
712,SI266220200309225433,8,"(498,314)",6754,"(498,315)",6299,"(448,339)",6296,,,,
713,SI266220200309225433,9,"(334,447)",9396,"(332,446)",9086,"(335,447)",9074,"(168,452)",9030,"(331,447)",8951
714,SI266220200309225433,10,"(251,34)",10691,"(250,33)",10665,"(251,33)",10606,"(251,35)",10465,"(252,35)",10365
715,SI266220200309225433,11,"(276,103)",7375,"(277,103)",6659,"(276,104)",6072,,,,
716,SI266220200309225433,12,"(150,386)",7911,"(151,386)",7809,"(151,385)",7777,"(150,385)",7769,"(151,384)",7733
717,SI266220200309225433,13,,,,,,,,,,
718,SI266220200309225433,14,"(150,467)",6248,"(150,468)",6149,,,,,,
719,SI266220200309225433,15,,,,,,,,,,
720,SI266220200309225433,0,,,,,,,,,,
721,SI266220200309225433,1,,,,,,,,,,
722,SI266220200309225433,2,"(453,252)",6687,"(452,252)",6485,"(454,252)",6302,,,,
723,SI266220200309225433,3,"(491,163)",10449,"(477,163)",10383,"(476,163)",10341,"(492,163)",10275,"(491,170)",10214
724,SI266220200309225433,4,"(438,380)",6817,"(438,381)",6789,"(437,381)",6728,"(166,335)",6613,"(437,380)",6605
725,SI266220200309225433,5,,,,,,,,,,
726,SI266220200309225433,6,"(438,464)",7550,"(438,465)",7453,"(166,415)",7432,"(167,414)",7356,"(167,415)",7354
727,SI266220200309225433,7,"(14,110)",11333,"(14,109)",11324,"(12,112)",11305,"(12,111)",11202,"(11,112)",11154
728,SI266220200309225433,8,"(498,353)",7573,"(498,354)",7452,"(498,352)",7350,"(498,351)",7192,"(498,315)",6908
729,SI266220200309225433,9,"(168,498)",10719,"(169,498)",10163,"(167,498)",10119,"(57,484)",8791,"(168,499)",8779
730,SI266220200309225433,10,"(168,1)",12026,"(167,1)",11750,"(169,1)",10924,"(166,1)",10161,"(339,1)",9904
731,SI266220200309225433,11,,,,,,,,,,
732,SI266220200309225433,12,"(39,335)",9445,"(60,367)",9007,"(60,368)",8984,"(38,335)",8854,"(238,382)",8644
733,SI266220200309225433,13,,,,,,,,,,
734,SI266220200309225433,14,"(1,1)",6627,,,,,,,,
735,SI266220200309225433,15,,,,,,,,,,
736,SI266220200309225433,0,"(479,378)",6911,"(480,378)",6074,"(479,377)",6059,,,,
737,SI266220200309225433,1,,,,,,,,,,
738,SI266220200309225433,2,"(498,163)",10726,"(498,164)",10636,"(498,165)",10114,"(498,162)",9861,"(498,166)",9577
739,SI266220200309225433,3,"(248,94)",17526,"(248,93)",16366,"(249,94)",15817,"(249,93)",15179,"(498,183)",14591
740,SI266220200309225433,4,"(264,369)",8385,"(265,369)",8378,"(264,370)",8094,"(263,369)",8042,"(265,370)",8008
